dataset,iteration,model,type,sol_name,sex_mean_diff,sex_eq_opp_diff,sex_avg_odds_diff,race_mean_diff,race_eq_opp_diff,race_avg_odds_diff,overall_mean_diff,overall_eq_opp_diff,overall_avg_odds_diff,accuracy,f1_score,precision,recall,elapsed_time,size
adult,9,xgb,in,MF,-0.056,-0.085,-0.099,0.036,-0.007,0.007,0.017,-0.13,-0.087,0.381,0.356,0.408,0.378,0.196169,218.5634765625
adult,10,lr,in,MF,-0.053,-0.08,-0.097,0.047,-0.01,0.011,0.011,-0.122,-0.089,0.382,0.355,0.406,0.375,0.048238,6.6748046875
adult,10,rf,in,MF,-0.055,-0.078,-0.098,0.049,-0.016,0.009,0.009,-0.124,-0.091,0.38,0.354,0.405,0.374,0.846258,14532.197265625
adult,10,svm,in,MF,-0.051,-0.078,-0.096,0.053,-0.006,0.016,0.013,-0.123,-0.088,0.38,0.354,0.405,0.374,0.292942,6.576171875
adult,10,xgb,in,MF,-0.053,-0.078,-0.097,0.047,-0.019,0.007,0.009,-0.127,-0.092,0.38,0.354,0.406,0.375,0.194093,216.3076171875
adult,11,lr,in,MF,-0.067,-0.081,-0.105,0.02,-0.038,-0.019,-0.045,-0.127,-0.119,0.386,0.359,0.406,0.376,0.047733,6.6748046875
adult,11,rf,in,MF,-0.065,-0.088,-0.108,0.018,-0.05,-0.025,-0.045,-0.126,-0.119,0.384,0.357,0.405,0.374,0.853746,15014.853515625
adult,11,svm,in,MF,-0.065,-0.08,-0.104,0.022,-0.04,-0.018,-0.038,-0.129,-0.116,0.386,0.359,0.407,0.377,0.206171,6.576171875
adult,11,xgb,in,MF,-0.064,-0.066,-0.097,0.02,-0.038,-0.018,-0.044,-0.11,-0.111,0.387,0.36,0.408,0.379,0.190888,227.1318359375
adult,12,lr,in,MF,-0.051,-0.106,-0.106,0.012,-0.057,-0.029,-0.028,-0.257,-0.168,0.373,0.352,0.406,0.378,0.052042,6.6748046875
adult,12,rf,in,MF,-0.048,-0.119,-0.11,0.005,-0.067,-0.038,-0.022,-0.256,-0.165,0.373,0.352,0.405,0.376,0.821347,14200.791015625
adult,12,svm,in,MF,-0.047,-0.106,-0.103,0.015,-0.056,-0.027,-0.017,-0.256,-0.162,0.373,0.352,0.406,0.377,0.216124,6.576171875
adult,12,xgb,in,MF,-0.045,-0.111,-0.104,0.008,-0.062,-0.034,-0.017,-0.259,-0.163,0.374,0.353,0.406,0.378,0.202101,212.1884765625
adult,13,lr,in,MF,-0.064,-0.032,-0.079,0.033,0.03,0.021,-0.013,-0.024,-0.051,0.399,0.372,0.42,0.394,0.048091,6.6748046875
adult,13,rf,in,MF,-0.068,-0.038,-0.085,0.037,0.028,0.022,-0.016,-0.018,-0.051,0.398,0.37,0.418,0.391,0.830362,14191.884765625
adult,13,svm,in,MF,-0.063,-0.034,-0.079,0.034,0.033,0.023,-0.011,-0.006,-0.042,0.398,0.371,0.42,0.394,0.256916,6.576171875
adult,13,xgb,in,MF,-0.065,-0.026,-0.077,0.04,0.038,0.028,-0.01,0.016,-0.032,0.399,0.372,0.42,0.394,0.201388,214.6455078125
adult,14,lr,in,MF,-0.063,-0.086,-0.105,0.048,-0.004,0.01,-0.009,-0.131,-0.103,0.384,0.357,0.406,0.376,0.050271,6.6748046875
adult,14,rf,in,MF,-0.059,-0.098,-0.108,0.052,-0.01,0.011,0.005,-0.156,-0.105,0.384,0.357,0.406,0.376,0.81698,13982.197265625
adult,14,svm,in,MF,-0.057,-0.083,-0.1,0.055,0.001,0.017,0.005,-0.131,-0.095,0.382,0.356,0.406,0.375,0.239976,6.576171875
adult,14,xgb,in,MF,-0.053,-0.082,-0.098,0.053,-0.002,0.014,0.006,-0.134,-0.095,0.381,0.355,0.405,0.375,0.20225,225.8037109375
adult,15,lr,in,MF,-0.056,-0.088,-0.101,0.035,-0.011,0.004,-0.009,-0.184,-0.127,0.387,0.362,0.41,0.382,0.053627,6.6748046875
adult,15,rf,in,MF,-0.052,-0.095,-0.102,0.033,-0.018,-0.001,-0.009,-0.184,-0.127,0.386,0.361,0.408,0.381,0.82357,14271.259765625
adult,15,svm,in,MF,-0.052,-0.088,-0.099,0.034,-0.016,0.001,-0.009,-0.209,-0.138,0.386,0.362,0.41,0.382,0.253875,6.576171875
adult,15,xgb,in,MF,-0.05,-0.083,-0.095,0.034,-0.018,-0.0,-0.008,-0.185,-0.127,0.385,0.361,0.409,0.382,0.203164,225.9365234375
adult,16,lr,in,MF,-0.06,-0.06,-0.089,0.033,-0.016,-0.001,-0.008,-0.061,-0.066,0.383,0.358,0.41,0.381,0.045481,6.6748046875
adult,16,rf,in,MF,-0.06,-0.085,-0.1,0.032,-0.044,-0.014,-0.003,-0.098,-0.081,0.381,0.355,0.407,0.376,0.843273,14123.916015625
adult,16,svm,in,MF,-0.057,-0.055,-0.085,0.034,-0.018,-0.001,-0.003,-0.042,-0.055,0.382,0.358,0.41,0.381,0.308128,6.576171875
adult,16,xgb,in,MF,-0.055,-0.056,-0.085,0.038,-0.024,-0.001,0.005,-0.043,-0.051,0.381,0.357,0.41,0.38,0.198808,218.0341796875
adult,17,lr,in,MF,-0.064,-0.099,-0.109,-0.0,-0.061,-0.036,-0.042,-0.112,-0.109,0.389,0.361,0.412,0.382,0.048905,6.6748046875
adult,17,rf,in,MF,-0.067,-0.116,-0.118,-0.004,-0.067,-0.041,-0.046,-0.139,-0.124,0.388,0.36,0.411,0.38,0.809572,13865.166015625
adult,17,svm,in,MF,-0.061,-0.101,-0.108,0.001,-0.065,-0.037,-0.035,-0.112,-0.105,0.388,0.36,0.411,0.381,0.265613,6.576171875
adult,17,xgb,in,MF,-0.061,-0.097,-0.106,-0.003,-0.065,-0.039,-0.038,-0.111,-0.107,0.387,0.36,0.41,0.38,0.189213,212.5205078125
adult,18,lr,in,MF,-0.068,-0.083,-0.106,0.039,0.001,0.009,-0.004,-0.168,-0.118,0.388,0.363,0.411,0.383,0.047192,6.6748046875
adult,18,rf,in,MF,-0.07,-0.088,-0.11,0.043,-0.003,0.01,-0.0,-0.168,-0.117,0.387,0.362,0.41,0.382,0.851828,14536.884765625
adult,18,svm,in,MF,-0.067,-0.085,-0.106,0.046,0.004,0.015,0.007,-0.143,-0.101,0.388,0.363,0.411,0.384,0.28706,6.576171875
adult,18,xgb,in,MF,-0.067,-0.082,-0.105,0.047,0.004,0.015,0.01,-0.143,-0.099,0.387,0.363,0.411,0.384,0.189658,221.1552734375
adult,19,lr,in,MF,-0.094,-0.108,-0.13,0.036,0.05,0.027,-0.058,-0.151,-0.14,0.398,0.369,0.418,0.39,0.048734,6.6748046875
adult,19,rf,in,MF,-0.09,-0.11,-0.129,0.038,0.046,0.026,-0.049,-0.15,-0.135,0.395,0.366,0.416,0.387,0.811797,14154.384765625
adult,19,svm,in,MF,-0.089,-0.107,-0.127,0.045,0.057,0.034,-0.042,-0.116,-0.115,0.396,0.367,0.416,0.388,0.294879,6.576171875
adult,19,xgb,in,MF,-0.089,-0.105,-0.126,0.04,0.055,0.031,-0.046,-0.118,-0.118,0.395,0.367,0.416,0.388,0.201479,211.9248046875
adult,20,lr,in,MF,-0.052,-0.054,-0.087,0.028,-0.002,-0.001,-0.017,-0.102,-0.098,0.376,0.352,0.403,0.372,0.053389,6.6748046875
adult,20,rf,in,MF,-0.055,-0.069,-0.095,0.025,0.001,-0.002,-0.022,-0.101,-0.101,0.376,0.351,0.402,0.371,0.868193,15386.728515625
adult,20,svm,in,MF,-0.049,-0.056,-0.086,0.029,0.003,0.001,-0.012,-0.103,-0.095,0.376,0.352,0.403,0.372,0.26106,6.576171875
adult,20,xgb,in,MF,-0.045,-0.055,-0.083,0.029,0.009,0.003,-0.008,-0.102,-0.093,0.375,0.351,0.402,0.371,0.201123,228.7919921875
adult,21,lr,in,MF,-0.073,-0.124,-0.122,0.024,-0.028,-0.01,-0.021,-0.164,-0.118,0.388,0.364,0.418,0.39,0.046303,6.6748046875
adult,21,rf,in,MF,-0.072,-0.149,-0.132,0.022,-0.046,-0.019,-0.017,-0.212,-0.138,0.387,0.363,0.417,0.389,0.81504,14078.291015625
adult,21,svm,in,MF,-0.069,-0.125,-0.12,0.03,-0.028,-0.006,-0.008,-0.165,-0.112,0.388,0.364,0.418,0.391,0.314795,6.576171875
adult,21,xgb,in,MF,-0.065,-0.129,-0.12,0.027,-0.036,-0.012,-0.005,-0.164,-0.109,0.387,0.363,0.417,0.389,0.191649,215.4443359375
adult,22,lr,in,MF,-0.08,-0.105,-0.122,0.044,-0.006,0.007,-0.021,-0.085,-0.088,0.382,0.357,0.406,0.376,0.052566,6.6748046875
adult,22,rf,in,MF,-0.082,-0.109,-0.126,0.042,-0.027,-0.003,-0.017,-0.107,-0.096,0.381,0.356,0.405,0.375,0.797179,14246.884765625
adult,22,svm,in,MF,-0.079,-0.107,-0.122,0.046,-0.003,0.009,-0.015,-0.087,-0.085,0.382,0.356,0.406,0.376,0.251038,6.576171875
adult,22,xgb,in,MF,-0.077,-0.112,-0.123,0.049,-0.01,0.008,-0.003,-0.09,-0.08,0.381,0.356,0.406,0.376,0.187991,215.8427734375
adult,23,lr,in,MF,-0.059,-0.089,-0.105,0.014,-0.121,-0.059,-0.005,-0.191,-0.13,0.377,0.354,0.407,0.378,0.048057,6.6748046875
adult,23,rf,in,MF,-0.055,-0.093,-0.105,0.012,-0.124,-0.061,-0.004,-0.189,-0.128,0.377,0.354,0.407,0.377,0.834155,14621.416015625
adult,23,svm,in,MF,-0.056,-0.086,-0.102,0.014,-0.12,-0.058,-0.003,-0.194,-0.13,0.378,0.355,0.409,0.38,0.239768,6.576171875
adult,23,xgb,in,MF,-0.054,-0.087,-0.101,0.009,-0.123,-0.062,-0.003,-0.192,-0.129,0.378,0.355,0.409,0.379,0.201077,229.7197265625
adult,24,lr,in,MF,-0.074,-0.065,-0.105,0.03,-0.002,0.002,-0.023,-0.128,-0.111,0.378,0.352,0.405,0.374,0.046484,6.6748046875
adult,24,rf,in,MF,-0.075,-0.076,-0.111,0.031,-0.012,-0.002,-0.018,-0.126,-0.108,0.376,0.35,0.403,0.371,0.849846,14910.947265625
adult,24,svm,in,MF,-0.074,-0.071,-0.107,0.033,-0.005,0.003,-0.019,-0.132,-0.111,0.377,0.352,0.405,0.374,0.287344,6.576171875
adult,24,xgb,in,MF,-0.073,-0.071,-0.107,0.034,-0.005,0.003,-0.016,-0.132,-0.109,0.377,0.352,0.405,0.374,0.191764,217.8349609375
adult,25,lr,in,MF,-0.067,-0.148,-0.133,0.009,-0.032,-0.024,-0.045,-0.162,-0.134,0.38,0.353,0.405,0.373,0.048022,6.6748046875
adult,25,rf,in,MF,-0.066,-0.153,-0.135,0.008,-0.038,-0.027,-0.045,-0.159,-0.133,0.379,0.352,0.403,0.371,0.830387,14582.822265625
adult,25,svm,in,MF,-0.064,-0.152,-0.133,0.013,-0.033,-0.022,-0.037,-0.164,-0.13,0.38,0.354,0.405,0.374,0.355398,6.576171875
adult,25,xgb,in,MF,-0.066,-0.155,-0.134,0.011,-0.036,-0.024,-0.04,-0.167,-0.133,0.381,0.355,0.406,0.375,0.200483,214.9794921875
adult,26,lr,in,MF,-0.067,-0.084,-0.106,0.021,0.017,0.005,-0.011,-0.049,-0.067,0.385,0.358,0.409,0.378,0.048626,6.6748046875
adult,26,rf,in,MF,-0.056,-0.084,-0.101,0.018,0.007,-0.002,-0.002,-0.063,-0.069,0.381,0.353,0.405,0.372,0.807577,13699.072265625
adult,26,svm,in,MF,-0.061,-0.078,-0.1,0.026,0.031,0.013,-0.003,-0.025,-0.051,0.385,0.357,0.409,0.378,0.21596,6.576171875
adult,26,xgb,in,MF,-0.056,-0.071,-0.095,0.019,0.019,0.004,-0.001,-0.022,-0.049,0.383,0.356,0.408,0.376,0.19367,215.5107421875
adult,27,lr,in,MF,-0.051,-0.095,-0.103,0.016,-0.05,-0.023,-0.033,-0.174,-0.134,0.37,0.346,0.399,0.366,0.052551,6.6748046875
adult,27,rf,in,MF,-0.059,-0.129,-0.122,0.015,-0.06,-0.028,-0.038,-0.2,-0.147,0.37,0.345,0.398,0.365,0.845408,15322.353515625
adult,27,svm,in,MF,-0.049,-0.095,-0.102,0.019,-0.048,-0.02,-0.028,-0.177,-0.131,0.371,0.347,0.399,0.367,0.21411,6.576171875
adult,27,xgb,in,MF,-0.052,-0.108,-0.109,0.017,-0.047,-0.021,-0.032,-0.178,-0.134,0.371,0.346,0.399,0.367,0.200443,233.3740234375
adult,28,lr,in,MF,-0.056,-0.055,-0.087,0.009,-0.038,-0.023,-0.02,-0.089,-0.09,0.384,0.36,0.411,0.383,0.051362,6.6748046875
adult,28,rf,in,MF,-0.057,-0.066,-0.092,0.007,-0.054,-0.03,-0.021,-0.093,-0.092,0.384,0.36,0.411,0.383,0.839264,14692.197265625
adult,28,svm,in,MF,-0.054,-0.058,-0.086,0.012,-0.045,-0.024,-0.016,-0.092,-0.089,0.384,0.36,0.412,0.384,0.229348,6.576171875
adult,28,xgb,in,MF,-0.053,-0.062,-0.087,0.008,-0.046,-0.027,-0.017,-0.094,-0.09,0.384,0.361,0.412,0.384,0.194986,217.3681640625
adult,29,lr,in,MF,-0.056,-0.069,-0.092,0.041,0.004,0.01,-0.002,-0.154,-0.111,0.386,0.363,0.412,0.385,0.053297,6.6748046875
adult,29,rf,in,MF,-0.058,-0.085,-0.1,0.043,0.009,0.012,0.001,-0.152,-0.109,0.385,0.361,0.41,0.382,0.79928,14054.541015625
adult,29,svm,in,MF,-0.052,-0.071,-0.09,0.047,0.005,0.014,0.007,-0.154,-0.105,0.386,0.362,0.411,0.384,0.291683,6.576171875
adult,29,xgb,in,MF,-0.051,-0.075,-0.091,0.045,0.005,0.012,0.009,-0.154,-0.105,0.386,0.362,0.411,0.384,0.202624,219.7587890625
adult,30,lr,in,MF,-0.067,-0.063,-0.096,0.014,-0.012,-0.011,-0.031,-0.028,-0.067,0.397,0.368,0.414,0.387,0.049308,6.6748046875
adult,30,rf,in,MF,-0.065,-0.076,-0.101,0.016,-0.017,-0.013,-0.021,0.015,-0.041,0.392,0.365,0.411,0.383,0.823194,14171.572265625
adult,30,svm,in,MF,-0.065,-0.063,-0.094,0.015,-0.015,-0.012,-0.027,-0.031,-0.066,0.396,0.368,0.415,0.387,0.207754,6.576171875
adult,30,xgb,in,MF,-0.065,-0.063,-0.095,0.023,-0.009,-0.005,-0.016,0.015,-0.039,0.394,0.367,0.413,0.386,0.197975,219.1630859375
adult,1,lr,in,PR,-0.182,-0.083,-0.084,-0.093,-0.04,-0.039,-0.224,-0.153,-0.126,0.838,0.768,0.796,0.749,0.041995,6.6748046875
adult,1,rf,in,PR,-0.179,-0.099,-0.09,-0.084,-0.048,-0.036,-0.212,-0.144,-0.115,0.841,0.769,0.806,0.748,0.869788,17157.041015625
adult,1,svm,in,PR,-0.184,-0.086,-0.086,-0.089,-0.032,-0.033,-0.223,-0.133,-0.116,0.838,0.768,0.796,0.75,0.202402,6.576171875
adult,1,xgb,in,PR,-0.18,-0.075,-0.079,-0.087,-0.048,-0.038,-0.213,-0.088,-0.089,0.841,0.771,0.802,0.752,0.194953,294.1416015625
adult,2,lr,in,PR,-0.177,-0.111,-0.091,-0.091,-0.087,-0.059,-0.222,-0.228,-0.156,0.844,0.773,0.809,0.752,0.0366,6.6748046875
adult,2,rf,in,PR,-0.175,-0.128,-0.097,-0.079,-0.055,-0.04,-0.211,-0.191,-0.132,0.848,0.776,0.821,0.752,0.891247,17459.072265625
adult,2,svm,in,PR,-0.177,-0.106,-0.09,-0.094,-0.087,-0.061,-0.225,-0.227,-0.158,0.843,0.772,0.806,0.751,0.343986,6.576171875
adult,2,xgb,in,PR,-0.176,-0.104,-0.088,-0.089,-0.079,-0.055,-0.216,-0.17,-0.126,0.845,0.774,0.811,0.752,0.191212,303.9033203125
adult,3,lr,in,PR,-0.201,-0.173,-0.132,-0.1,-0.03,-0.038,-0.245,-0.179,-0.144,0.835,0.767,0.791,0.751,0.035593,6.6748046875
adult,3,rf,in,PR,-0.198,-0.171,-0.129,-0.092,-0.033,-0.034,-0.231,-0.144,-0.119,0.842,0.773,0.806,0.753,0.874545,18668.916015625
adult,3,svm,in,PR,-0.2,-0.174,-0.132,-0.097,-0.02,-0.032,-0.242,-0.179,-0.143,0.834,0.766,0.79,0.751,0.238988,6.576171875
adult,3,xgb,in,PR,-0.199,-0.175,-0.132,-0.099,-0.029,-0.037,-0.239,-0.15,-0.127,0.838,0.77,0.796,0.752,0.199407,314.0009765625
adult,4,lr,in,PR,-0.172,-0.104,-0.086,-0.094,-0.026,-0.033,-0.215,-0.122,-0.103,0.841,0.768,0.808,0.746,0.039249,6.6748046875
adult,4,rf,in,PR,-0.17,-0.101,-0.083,-0.088,-0.02,-0.027,-0.207,-0.115,-0.096,0.844,0.771,0.817,0.746,0.870016,18340.947265625
adult,4,svm,in,PR,-0.176,-0.111,-0.091,-0.095,-0.027,-0.034,-0.22,-0.129,-0.109,0.84,0.768,0.805,0.747,0.199936,6.576171875
adult,4,xgb,in,PR,-0.174,-0.096,-0.083,-0.093,-0.026,-0.032,-0.217,-0.126,-0.106,0.843,0.771,0.811,0.749,0.198377,293.0068359375
adult,5,lr,in,PR,-0.171,-0.117,-0.095,-0.093,-0.034,-0.036,-0.209,-0.098,-0.093,0.834,0.758,0.79,0.739,0.038169,6.6748046875
adult,5,rf,in,PR,-0.177,-0.13,-0.104,-0.083,-0.009,-0.02,-0.208,-0.091,-0.089,0.837,0.761,0.798,0.739,0.875903,16903.916015625
adult,5,svm,in,PR,-0.172,-0.121,-0.097,-0.09,-0.026,-0.031,-0.209,-0.101,-0.094,0.834,0.759,0.789,0.74,0.227185,6.576171875
adult,5,xgb,in,PR,-0.174,-0.109,-0.093,-0.09,-0.025,-0.03,-0.21,-0.099,-0.094,0.836,0.761,0.793,0.741,0.202745,301.64453125
adult,6,lr,in,PR,-0.18,-0.141,-0.106,-0.101,-0.093,-0.065,-0.213,-0.095,-0.092,0.842,0.772,0.807,0.751,0.037739,6.6748046875
adult,6,rf,in,PR,-0.18,-0.164,-0.117,-0.089,-0.053,-0.043,-0.201,-0.078,-0.078,0.843,0.77,0.815,0.746,0.887991,16929.072265625
adult,6,svm,in,PR,-0.18,-0.141,-0.106,-0.098,-0.087,-0.062,-0.208,-0.094,-0.089,0.841,0.771,0.806,0.75,0.249027,6.576171875
adult,6,xgb,in,PR,-0.182,-0.146,-0.11,-0.103,-0.108,-0.073,-0.212,-0.115,-0.1,0.842,0.771,0.808,0.749,0.199636,299.6513671875
adult,7,lr,in,PR,-0.182,-0.128,-0.104,-0.106,-0.094,-0.071,-0.229,-0.246,-0.172,0.838,0.765,0.793,0.748,0.038586,6.6748046875
adult,7,rf,in,PR,-0.184,-0.142,-0.112,-0.094,-0.074,-0.057,-0.216,-0.174,-0.133,0.839,0.765,0.797,0.746,0.874266,16472.978515625
adult,7,svm,in,PR,-0.182,-0.125,-0.103,-0.106,-0.095,-0.072,-0.23,-0.247,-0.174,0.837,0.764,0.79,0.747,0.188014,6.576171875
adult,7,xgb,in,PR,-0.184,-0.127,-0.104,-0.111,-0.112,-0.082,-0.233,-0.208,-0.156,0.839,0.767,0.794,0.749,0.192559,294.4736328125
adult,8,lr,in,PR,-0.186,-0.145,-0.112,-0.106,-0.081,-0.065,-0.231,-0.134,-0.118,0.837,0.768,0.799,0.749,0.047504,6.6748046875
adult,8,rf,in,PR,-0.18,-0.153,-0.112,-0.085,-0.039,-0.035,-0.208,-0.053,-0.068,0.841,0.771,0.81,0.749,0.867545,17027.822265625
adult,8,svm,in,PR,-0.185,-0.142,-0.11,-0.101,-0.059,-0.053,-0.228,-0.134,-0.117,0.836,0.768,0.797,0.75,0.271416,6.576171875
adult,8,xgb,in,PR,-0.182,-0.132,-0.104,-0.1,-0.071,-0.058,-0.22,-0.086,-0.09,0.837,0.769,0.8,0.75,0.204202,294.2763671875
adult,9,lr,in,PR,-0.181,-0.154,-0.115,-0.097,-0.116,-0.078,-0.23,-0.291,-0.193,0.836,0.763,0.793,0.744,0.037219,6.6748046875
adult,9,rf,in,PR,-0.179,-0.165,-0.119,-0.08,-0.101,-0.063,-0.216,-0.282,-0.181,0.84,0.766,0.803,0.744,0.868734,16726.728515625
adult,9,svm,in,PR,-0.181,-0.154,-0.115,-0.097,-0.118,-0.08,-0.229,-0.293,-0.194,0.836,0.763,0.792,0.745,0.280381,6.576171875
adult,9,xgb,in,PR,-0.179,-0.153,-0.114,-0.093,-0.124,-0.079,-0.229,-0.336,-0.213,0.837,0.763,0.795,0.744,0.20152,293.7412109375
adult,10,lr,in,PR,-0.174,-0.09,-0.082,-0.106,-0.14,-0.092,-0.224,-0.264,-0.177,0.841,0.768,0.8,0.749,0.036741,6.6748046875
adult,10,rf,in,PR,-0.172,-0.088,-0.08,-0.093,-0.113,-0.073,-0.208,-0.183,-0.13,0.846,0.773,0.811,0.75,0.880565,16857.509765625
adult,10,svm,in,PR,-0.175,-0.089,-0.082,-0.103,-0.131,-0.086,-0.224,-0.265,-0.177,0.841,0.768,0.799,0.749,0.214166,6.576171875
adult,10,xgb,in,PR,-0.172,-0.082,-0.077,-0.102,-0.127,-0.084,-0.216,-0.19,-0.138,0.843,0.771,0.803,0.751,0.19415,298.125
adult,11,lr,in,PR,-0.187,-0.14,-0.11,-0.094,-0.055,-0.047,-0.226,-0.232,-0.163,0.841,0.772,0.801,0.754,0.04359,6.6748046875
adult,11,rf,in,PR,-0.184,-0.166,-0.12,-0.08,-0.05,-0.037,-0.211,-0.217,-0.148,0.843,0.771,0.81,0.748,0.881787,17788.916015625
adult,11,svm,in,PR,-0.189,-0.15,-0.115,-0.091,-0.047,-0.042,-0.227,-0.255,-0.174,0.842,0.773,0.802,0.755,0.202076,6.576171875
adult,11,xgb,in,PR,-0.183,-0.135,-0.106,-0.092,-0.08,-0.056,-0.222,-0.272,-0.179,0.842,0.773,0.803,0.754,0.197507,300.5126953125
adult,12,lr,in,PR,-0.181,-0.103,-0.09,-0.104,-0.096,-0.071,-0.229,-0.191,-0.145,0.844,0.776,0.805,0.758,0.040976,6.6748046875
adult,12,rf,in,PR,-0.186,-0.16,-0.117,-0.091,-0.099,-0.064,-0.22,-0.209,-0.147,0.846,0.776,0.811,0.755,0.857627,16181.728515625
adult,12,svm,in,PR,-0.181,-0.107,-0.091,-0.106,-0.107,-0.077,-0.232,-0.213,-0.157,0.843,0.775,0.802,0.757,0.175305,6.576171875
adult,12,xgb,in,PR,-0.18,-0.1,-0.088,-0.106,-0.128,-0.084,-0.228,-0.194,-0.145,0.844,0.777,0.805,0.758,0.193322,292.880859375
adult,13,lr,in,PR,-0.181,-0.147,-0.111,-0.102,-0.094,-0.074,-0.225,-0.209,-0.156,0.838,0.764,0.795,0.745,0.037624,6.6748046875
adult,13,rf,in,PR,-0.184,-0.157,-0.117,-0.077,-0.039,-0.037,-0.209,-0.137,-0.114,0.843,0.767,0.807,0.745,0.862885,16566.728515625
adult,13,svm,in,PR,-0.18,-0.146,-0.111,-0.095,-0.078,-0.064,-0.219,-0.187,-0.143,0.836,0.762,0.791,0.743,0.205669,6.576171875
adult,13,xgb,in,PR,-0.183,-0.15,-0.114,-0.09,-0.069,-0.057,-0.215,-0.148,-0.122,0.839,0.766,0.798,0.746,0.194755,289.62109375
adult,14,lr,in,PR,-0.173,-0.073,-0.072,-0.092,-0.033,-0.033,-0.209,-0.143,-0.112,0.844,0.776,0.803,0.759,0.046546,6.6748046875
adult,14,rf,in,PR,-0.171,-0.09,-0.08,-0.081,-0.024,-0.024,-0.2,-0.143,-0.108,0.847,0.775,0.814,0.753,0.884113,17438.447265625
adult,14,svm,in,PR,-0.172,-0.073,-0.072,-0.09,-0.028,-0.03,-0.209,-0.142,-0.112,0.844,0.775,0.801,0.758,0.232825,6.576171875
adult,14,xgb,in,PR,-0.172,-0.076,-0.073,-0.089,-0.047,-0.037,-0.206,-0.138,-0.108,0.845,0.776,0.806,0.757,0.200781,296.7294921875
adult,15,lr,in,PR,-0.185,-0.156,-0.114,-0.111,-0.166,-0.103,-0.222,-0.18,-0.132,0.841,0.771,0.805,0.75,0.037189,6.6748046875
adult,15,rf,in,PR,-0.186,-0.174,-0.122,-0.094,-0.128,-0.077,-0.21,-0.152,-0.111,0.846,0.776,0.818,0.753,0.876925,17246.259765625
adult,15,svm,in,PR,-0.185,-0.16,-0.116,-0.109,-0.155,-0.098,-0.222,-0.183,-0.133,0.841,0.771,0.805,0.751,0.269334,6.576171875
adult,15,xgb,in,PR,-0.184,-0.152,-0.111,-0.108,-0.147,-0.093,-0.216,-0.133,-0.106,0.844,0.775,0.811,0.754,0.202709,300.580078125
adult,16,lr,in,PR,-0.178,-0.132,-0.106,-0.105,-0.08,-0.065,-0.22,-0.192,-0.145,0.842,0.77,0.799,0.752,0.03373,6.6748046875
adult,16,rf,in,PR,-0.18,-0.149,-0.113,-0.098,-0.082,-0.061,-0.221,-0.226,-0.16,0.845,0.772,0.807,0.751,0.843082,16900.478515625
adult,16,svm,in,PR,-0.178,-0.132,-0.105,-0.106,-0.083,-0.066,-0.22,-0.195,-0.146,0.842,0.77,0.798,0.752,0.180948,6.576171875
adult,16,xgb,in,PR,-0.182,-0.139,-0.11,-0.105,-0.089,-0.068,-0.222,-0.196,-0.147,0.844,0.773,0.803,0.754,0.20314,293.0771484375
adult,17,lr,in,PR,-0.17,-0.07,-0.074,-0.092,-0.046,-0.048,-0.222,-0.219,-0.158,0.839,0.766,0.794,0.748,0.040543,6.6748046875
adult,17,rf,in,PR,-0.173,-0.085,-0.082,-0.077,-0.025,-0.031,-0.21,-0.178,-0.133,0.841,0.765,0.8,0.745,0.860219,17097.353515625
adult,17,svm,in,PR,-0.17,-0.065,-0.071,-0.09,-0.043,-0.046,-0.221,-0.22,-0.158,0.839,0.766,0.792,0.748,0.175879,6.576171875
adult,17,xgb,in,PR,-0.174,-0.077,-0.079,-0.086,-0.032,-0.04,-0.216,-0.216,-0.154,0.84,0.766,0.795,0.747,0.198004,293.6748046875
adult,18,lr,in,PR,-0.181,-0.124,-0.1,-0.094,-0.038,-0.042,-0.218,-0.095,-0.094,0.837,0.765,0.797,0.745,0.035525,6.6748046875
adult,18,rf,in,PR,-0.176,-0.129,-0.101,-0.077,-0.022,-0.026,-0.199,-0.048,-0.063,0.839,0.763,0.805,0.74,0.882187,17376.572265625
adult,18,svm,in,PR,-0.183,-0.13,-0.104,-0.093,-0.036,-0.04,-0.219,-0.098,-0.096,0.836,0.764,0.795,0.746,0.205889,6.576171875
adult,18,xgb,in,PR,-0.178,-0.124,-0.099,-0.088,-0.037,-0.038,-0.211,-0.089,-0.088,0.836,0.763,0.796,0.743,0.195064,301.9111328125
adult,19,lr,in,PR,-0.178,-0.142,-0.109,-0.096,-0.092,-0.061,-0.221,-0.211,-0.148,0.839,0.762,0.797,0.741,0.039477,6.6748046875
adult,19,rf,in,PR,-0.175,-0.157,-0.114,-0.086,-0.067,-0.044,-0.208,-0.166,-0.12,0.844,0.764,0.809,0.74,0.863551,17057.353515625
adult,19,svm,in,PR,-0.178,-0.14,-0.108,-0.096,-0.102,-0.065,-0.219,-0.215,-0.148,0.838,0.761,0.794,0.742,0.208996,6.576171875
adult,19,xgb,in,PR,-0.174,-0.129,-0.101,-0.096,-0.111,-0.068,-0.214,-0.178,-0.128,0.84,0.763,0.799,0.742,0.194425,289.48828125
adult,20,lr,in,PR,-0.186,-0.101,-0.092,-0.093,-0.049,-0.041,-0.227,-0.159,-0.127,0.842,0.773,0.802,0.755,0.047384,6.6748046875
adult,20,rf,in,PR,-0.185,-0.123,-0.102,-0.091,-0.05,-0.04,-0.22,-0.148,-0.118,0.841,0.77,0.804,0.75,0.875239,17467.197265625
